Bug_ID,File
HIVE-24569,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapConstants.java
HIVE-24569,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/QueryTracker.java
HIVE-24569,llap-server/src/java/org/apache/hadoop/hive/llap/log/LlapRandomAccessFileAppender.java
HIVE-24569,llap-server/src/java/org/apache/hadoop/hive/llap/log/LlapRoutingAppenderPurgePolicy.java
HIVE-24569,llap-server/src/java/org/apache/hadoop/hive/llap/log/LlapWrappedAppender.java
HIVE-24569,llap-server/src/java/org/apache/hadoop/hive/llap/log/Log4jQueryCompleteMarker.java
HIVE-24569,llap-server/src/test/org/apache/hadoop/hive/llap/daemon/LlapDaemonExtension.java
HIVE-24569,llap-server/src/test/org/apache/hadoop/hive/llap/daemon/LlapDaemonTestUtils.java
HIVE-24569,llap-server/src/test/org/apache/hadoop/hive/llap/daemon/impl/TestLlapDaemonLogging.java
HIVE-24569,testutils/src/java/org/apache/hive/testutils/junit/extensions/DoNothingTCPServer.java
HIVE-24569,testutils/src/java/org/apache/hive/testutils/junit/extensions/DoNothingTCPServerExtension.java
HIVE-24569,testutils/src/test/java/org/apache/hive/testutils/junit/extensions/TestDoNothingTCPServerExtension.java
HIVE-23873,jdbc-handler/src/main/java/org/apache/hive/storage/jdbc/dao/JdbcRecordIterator.java
HIVE-22412,ql/src/java/org/apache/hadoop/hive/ql/stats/StatsUtils.java
HIVE-22412,serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/StandardConstantMapObjectInspector.java
HIVE-21971,ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
HIVE-21971,ql/src/test/org/apache/hadoop/hive/ql/session/TestSessionState.java
HIVE-21342,ql/src/java/org/apache/hadoop/hive/ql/parse/ColumnStatsSemanticAnalyzer.java
HIVE-20886,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFLower.java
HIVE-20886,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFUpper.java
HIVE-20441,ql/src/java/org/apache/hadoop/hive/ql/exec/Registry.java
HIVE-20441,ql/src/test/org/apache/hadoop/hive/ql/parse/type/TestExprProcessorGetFuncExpr.java
HIVE-20192,service/src/java/org/apache/hive/service/server/ThreadWithGarbageCleanup.java
HIVE-20192,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-20192,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-20153,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFCount.java
HIVE-20153,ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFSum.java
HIVE-20098,standalone-metastore/src/main/java/org/apache/hadoop/hive/metastore/StatObjectConverter.java
