Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassDerived,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeExe,CountStmt,MaxCyclomatic,Cyclomatic,RatioCommentToCode,SumCyclomatic,CountLineComment
Public Class,org.apache.hadoop.tools.rumen.Pre21JobHistoryConstants,0,0,0,0,0,0,,,62,5,19,3,5,0,,2.00,0,38
Public Class,org.apache.hadoop.tools.rumen.RandomSeedGenerator,25,0,11,14,2,0,,,77,2,26,17,20,2,,1.88,2,49
Public Class,org.apache.hadoop.tools.rumen.ReduceAttempt20LineHistoryEventEmitter,4,0,4,0,1,0,,,82,14,51,27,28,1,,0.33,3,17
Public Class,org.apache.hadoop.tools.rumen.ReduceTaskAttemptInfo,7,0,4,3,1,0,,,67,6,25,8,17,1,,1.44,5,36
Public Class,org.apache.hadoop.tools.rumen.ResourceUsageMetrics,7,0,5,3,1,1,,,150,16,86,40,54,2,,0.70,18,60
Public Class,org.apache.hadoop.tools.rumen.RewindableInputStream,7,0,5,3,1,0,,,72,6,30,11,18,2,,1.20,7,36
Public Class,org.apache.hadoop.tools.rumen.Task20LineHistoryEventEmitter,4,0,4,0,1,0,,,165,38,110,64,68,1,,0.15,3,17
Public Class,org.apache.hadoop.tools.rumen.TaskInfo,7,0,4,3,1,1,,,85,8,40,14,28,1,,0.93,8,37
Public Class,org.apache.hadoop.tools.rumen.TestConcurrentRead,19,0,19,0,3,0,,,117,7,93,57,70,4,,0.18,9,17
Public Class,org.apache.hadoop.tools.rumen.TestHistograms,38,4,29,5,3,0,,,135,16,88,68,67,4,,0.35,10,31
Public Class,org.apache.hadoop.tools.rumen.TestParsedLine,9,0,9,0,2,0,,,99,9,73,44,54,4,,0.23,13,17
Public Class,org.apache.hadoop.tools.rumen.TestPiecewiseLinearInterpolation,46,11,33,3,4,0,,,115,25,68,55,62,7,,0.32,8,22
Public Class,org.apache.hadoop.tools.rumen.TestRandomSeedGenerator,14,1,13,0,1,0,,,33,1,15,10,8,1,,1.13,1,17
Public Class,org.apache.hadoop.tools.rumen.TestRumenFolder,39,6,32,1,3,0,,,179,26,131,88,74,4,,0.17,10,22
Public Class,org.apache.hadoop.tools.rumen.TestRumenJobTraces,39,5,27,7,2,0,,,987,150,649,508,407,5,,0.30,44,194
Public Class,org.apache.hadoop.tools.rumen.TestZombieJob,35,4,26,6,3,0,,,322,39,218,177,185,9,,0.30,25,65
Public Class,org.apache.hadoop.tools.rumen.TopologyBuilder,8,1,5,3,2,0,,,95,12,42,19,28,4,,0.98,14,41
Public Class,org.apache.hadoop.tools.rumen.TraceBuilder,20,2,17,1,3,0,,,320,45,216,141,143,13,,0.27,26,59
Public Class,org.apache.hadoop.tools.rumen.TreePath,7,1,6,0,2,0,,,54,8,22,10,17,3,,1.09,5,24
Public Class,org.apache.hadoop.tools.rumen.ZombieCluster,21,1,13,8,3,0,,,136,8,70,43,50,12,,0.86,16,60
Public Class,org.apache.hadoop.tools.rumen.ZombieJob,18,1,14,3,3,0,,,904,83,654,432,445,16,,0.26,142,169
Public Class,org.apache.hadoop.tools.rumen.ZombieJobProducer,13,0,6,7,1,0,,,125,9,46,20,28,3,,1.52,10,70
Public Class,org.apache.hadoop.typedbytes.TestIO,35,3,33,0,2,0,,,239,23,199,166,170,5,,0.09,14,17
Public Class,org.apache.hadoop.typedbytes.TestTypedBytesWritable,14,0,14,0,1,0,,,49,3,29,23,26,1,,0.59,2,17
Public Class,org.apache.hadoop.typedbytes.TypedBytesInput,13,0,8,5,2,0,,,491,36,277,190,220,15,,0.65,71,180
Public Class,org.apache.hadoop.typedbytes.TypedBytesOutput,10,0,5,6,2,0,,,318,28,132,72,101,12,,1.20,39,158
Public Class,org.apache.hadoop.typedbytes.TypedBytesRecordInput,4,0,3,1,1,0,,,149,27,84,34,61,1,,0.45,20,38
Public Class,org.apache.hadoop.typedbytes.TypedBytesRecordOutput,4,0,3,1,1,0,,,125,23,64,22,44,1,,0.59,20,38
Public Class,org.apache.hadoop.typedbytes.TypedBytesWritable,8,0,7,1,2,0,,,77,7,44,25,31,4,,0.59,11,26
Public Class,org.apache.hadoop.typedbytes.TypedBytesWritableInput,7,0,7,0,2,0,,,352,41,271,165,186,13,,0.15,82,40
Public Class,org.apache.hadoop.typedbytes.TypedBytesWritableOutput,6,0,5,1,2,0,,,194,26,128,74,101,16,,0.32,41,41
Public Class,org.apache.hadoop.util.LinuxMemoryCalculatorPlugin,0,0,0,0,0,0,,,29,0,5,0,1,0,,4.80,0,24
Public Class,org.apache.hadoop.util.ProcessTree,0,0,0,0,0,0,,,28,0,5,0,1,0,,4.60,0,23
Public Class,org.apache.hadoop.util.ProcfsBasedProcessTree,4,0,4,0,1,0,,,48,4,20,4,9,1,,1.20,4,24
Public Class,org.apache.hadoop.util.TestReflectionUtils,9,0,6,3,1,0,,,49,2,20,7,13,1,,1.35,2,27
Public Class,org.apache.hadoop.util.TestRunJar,15,2,12,1,2,0,,,41,4,16,11,12,2,,1.31,2,21
Public Class,org.apache.hadoop.vaidya.JobDiagnoser,8,1,5,2,1,1,,,75,8,24,12,17,2,,1.79,5,43
Public Class,org.apache.hadoop.vaidya.postexdiagnosis.PostExPerformanceDiagnoser,22,1,15,6,3,0,,,256,24,141,108,119,13,,0.66,23,93
Public Class,org.apache.hadoop.vaidya.postexdiagnosis.tests.BalancedReducePartitioning,13,1,9,2,2,0,,,107,11,54,27,37,4,,0.78,9,42
Public Class,org.apache.hadoop.vaidya.postexdiagnosis.tests.MapSideDiskSpill,17,2,11,4,2,0,,,107,12,49,29,28,4,,0.94,7,46
Public Class,org.apache.hadoop.vaidya.postexdiagnosis.tests.MapsReExecutionImpact,9,1,6,2,1,0,,,75,8,29,13,15,1,,1.31,4,38
Public Class,org.apache.hadoop.vaidya.postexdiagnosis.tests.ReadingHDFSFilesAsSideEffect,15,2,9,5,2,0,,,100,13,39,20,21,4,,1.23,7,48
Public Class,org.apache.hadoop.vaidya.postexdiagnosis.tests.ReducesReExecutionImpact,11,1,7,3,1,0,,,82,9,34,16,18,2,,1.15,5,39
Public Class,org.apache.hadoop.vaidya.statistics.job.JobStatistics,20,1,17,2,4,0,,,589,56,390,290,311,22,,0.37,84,145
Public Class,org.apache.hadoop.vaidya.statistics.job.MapTaskStatistics,0,0,0,0,0,0,,,20,1,2,0,1,0,,8.50,0,17
Public Class,org.apache.hadoop.vaidya.statistics.job.ReduceTaskStatistics,0,0,0,0,0,0,,,20,1,2,0,1,0,,8.50,0,17
Public Class,org.apache.hadoop.vaidya.statistics.job.TaskStatistics,6,0,6,0,2,2,,,98,8,46,24,31,2,,0.96,11,44
Public Class,org.apache.hadoop.vaidya.util.XMLUtils,36,4,24,8,5,0,,,209,26,121,95,90,11,,0.51,24,62
Public Class,org.apache.hadoop.vertica.TestExample,13,2,11,1,1,0,,,144,21,103,67,70,2,,0.19,7,20
Public Class,org.apache.hadoop.vertica.TestVertica,28,4,24,5,2,0,,,343,51,263,226,234,5,,0.27,22,71
Public Class,org.apache.hadoop.vertica.TestVertica.VerticaTestMR,0,0,0,0,0,0,,,5,0,2,0,1,0,,1.50,0,3
Public Class,org.apache.hadoop.vertica.VerticaConfiguration,11,0,5,6,1,0,,,442,56,175,106,131,7,,1.21,37,212
Public Class,org.apache.hadoop.vertica.VerticaInputFormat,18,1,11,7,2,0,,,141,9,67,40,40,6,,0.97,12,65
Public Class,org.apache.hadoop.vertica.VerticaInputSplit,10,0,6,3,2,0,,,170,19,91,60,73,6,,0.66,20,60
Public Class,org.apache.hadoop.vertica.VerticaOutputFormat,21,2,14,5,2,0,,,221,26,125,90,90,13,,0.56,22,70
Public Class,org.apache.hadoop.vertica.VerticaRecord,32,0,30,2,11,0,,,625,25,551,475,377,53,,0.09,206,49
Public Class,org.apache.hadoop.vertica.VerticaRecordReader,7,0,7,0,2,0,,,103,10,73,42,48,2,,0.27,14,20
Public Class,org.apache.hadoop.vertica.VerticaRecordWriter,19,2,18,1,3,0,,,112,12,81,62,56,4,,0.28,13,23
Public Class,org.apache.hadoop.vertica.VerticaStreamingInput,7,0,7,0,2,0,,,34,2,15,6,7,2,,1.13,3,17
Public Class,org.apache.hadoop.vertica.VerticaStreamingOutput,12,1,11,0,1,0,,,63,7,38,27,25,2,,0.47,4,18
Public Class,org.apache.hadoop.vertica.VerticaStreamingRecordReader,7,0,6,1,2,0,,,97,10,62,39,46,3,,0.40,12,25
Public Class,org.apache.hadoop.vertica.VerticaStreamingRecordWriter,17,1,15,1,3,0,,,85,9,57,41,35,5,,0.40,10,23
Public Class,org.apache.hadoop.vertica.VerticaTestCase,3,0,3,0,1,2,,,26,1,8,2,4,1,,2.13,1,17
Public Class,org.apache.hadoop.vertica.VerticaUtil,67,6,56,5,11,0,,,225,22,171,145,137,15,,0.19,33,33
Public Class,testjar.ClassWordCount,0,0,0,0,0,0,,,39,2,8,0,3,0,,3.63,0,29
Public Class,testjar.CustomOutputCommitter,0,0,0,0,0,0,,,20,0,2,0,1,0,,9.00,0,18
Public Class,testjar.ExternalIdentityReducer,5,1,4,0,1,0,,,39,5,17,2,6,2,,1.00,4,17
Public Class,testjar.ExternalMapperReducer,8,1,7,0,2,0,,,57,8,32,9,14,2,,0.53,6,17
Public Class,testjar.ExternalWritable,5,1,5,0,1,0,,,77,14,41,17,26,2,,0.54,11,22
Public Class,testjar.Hello,11,0,10,1,2,0,,,34,0,12,6,7,2,,1.83,2,22
Public Class,testjar.JobKillCommitter,0,0,0,0,0,0,,,106,7,51,5,23,0,,0.94,0,48
Public Class,testjar.UserNamePermission,21,4,17,0,2,0,,,74,11,43,23,29,2,,0.47,2,20
Public Class,testshell.ExternalMapReduce,10,1,8,1,2,0,,,117,10,78,43,48,3,,0.37,6,29
