Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassDerived,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeExe,CountStmt,MaxCyclomatic,Cyclomatic,RatioCommentToCode,SumCyclomatic,CountLineComment
Public Class,BlockForensics,42,10,31,3,5,0,,,162,33,94,70,62,9,,0.43,15,40
Public Class,ClassWithNoPackage,0,0,0,0,0,0,,,19,0,2,0,1,0,,8.50,0,17
Public Class,org.apache.hadoop.blockforensics.BlockSearch,15,3,12,0,2,0,,,113,15,66,41,49,3,,0.50,4,33
Public Class,org.apache.hadoop.cli.CLITestCmdMR,8,0,4,4,1,0,,,35,1,10,2,5,1,,2.40,2,24
Public Class,org.apache.hadoop.cli.TestMRCLI,6,0,6,0,1,0,,,128,12,99,52,61,3,,0.17,9,17
Public Class,org.apache.hadoop.cli.util.CLICommandArchive,0,0,0,0,0,0,,,19,0,2,0,1,0,,8.50,0,17
Public Class,org.apache.hadoop.cli.util.CLICommandMRAdmin,0,0,0,0,0,0,,,19,0,2,0,1,0,,8.50,0,17
Public Class,org.apache.hadoop.conf.TestJobConf,22,3,16,2,1,0,,,180,31,115,92,93,1,,0.30,7,34
Public Class,org.apache.hadoop.conf.TestNoDefaultsJobConf,32,8,24,1,2,0,,,89,18,48,41,42,3,,0.48,4,23
Public Class,org.apache.hadoop.contrib.index.example.HashingDistributionPolicy,4,0,4,0,2,0,,,49,5,14,5,10,2,,2.14,5,30
Public Class,org.apache.hadoop.contrib.index.example.IdentityLocalAnalysis,3,0,3,0,1,0,,,45,4,12,1,5,1,,2.42,3,29
Public Class,org.apache.hadoop.contrib.index.example.LineDocInputFormat,5,0,5,0,1,0,,,33,2,8,2,4,1,,2.88,1,23
Public Class,org.apache.hadoop.contrib.index.example.LineDocLocalAnalysis,9,1,7,0,2,0,,,65,9,27,14,16,3,,1.07,5,29
Public Class,org.apache.hadoop.contrib.index.example.LineDocRecordReader,15,1,13,1,3,0,,,212,23,133,82,95,8,,0.44,26,58
Public Class,org.apache.hadoop.contrib.index.example.LineDocTextAndOp,5,0,3,2,1,0,,,81,8,27,9,17,1,,1.70,7,46
Public Class,org.apache.hadoop.contrib.index.example.RoundRobinDistributionPolicy,4,0,4,0,1,0,,,51,4,16,6,12,1,,2.00,3,32
Public Class,org.apache.hadoop.contrib.index.lucene.FileSystemDirectory,9,1,7,1,2,0,,,331,45,210,100,143,7,,0.39,28,81
Public Class,org.apache.hadoop.contrib.index.lucene.RAMDirectoryUtil,40,4,29,8,6,0,,,107,11,60,40,43,6,,0.62,12,37
Public Class,org.apache.hadoop.contrib.index.lucene.ShardWriter,23,2,17,4,3,0,,,213,22,127,85,90,6,,0.50,21,64
Public Class,org.apache.hadoop.contrib.index.lucene.TestMixedDirectory,15,2,13,0,2,0,,,84,12,55,39,45,3,,0.31,7,17
Public Class,org.apache.hadoop.contrib.index.main.UpdateIndex,33,3,28,1,6,0,,,255,27,177,134,133,22,,0.29,36,52
Public Class,org.apache.hadoop.contrib.index.mapred.DocumentAndOp,10,0,6,3,1,0,,,197,18,99,58,74,3,,0.81,17,80
Public Class,org.apache.hadoop.contrib.index.mapred.DocumentID,5,0,4,1,1,0,,,79,7,30,12,18,2,,1.40,8,42
Public Class,org.apache.hadoop.contrib.index.mapred.IndexUpdateCombiner,10,1,9,0,2,0,,,97,12,53,29,37,7,,0.62,11,33
Public Class,org.apache.hadoop.contrib.index.mapred.IndexUpdateConfiguration,7,0,3,4,1,0,,,243,27,85,31,52,1,,1.54,25,131
Public Class,org.apache.hadoop.contrib.index.mapred.IndexUpdateOutputFormat,24,5,19,0,1,0,,,51,6,21,11,12,1,,1.14,1,24
Public Class,org.apache.hadoop.contrib.index.mapred.IndexUpdatePartitioner,8,0,8,0,2,0,,,51,4,20,9,15,2,,1.35,4,27
Public Class,org.apache.hadoop.contrib.index.mapred.IndexUpdateReducer,15,1,11,2,1,0,,,122,14,64,38,42,2,,0.69,6,44
Public Class,org.apache.hadoop.contrib.index.mapred.IndexUpdater,25,4,18,4,2,0,,,133,20,74,54,57,5,,0.53,9,39
Public Class,org.apache.hadoop.contrib.index.mapred.IntermediateForm,13,1,9,3,2,0,,,232,29,121,73,91,4,,0.68,28,82
Public Class,org.apache.hadoop.contrib.index.mapred.Shard,9,0,7,2,2,0,,,227,21,116,66,88,6,,0.79,28,92
Public Class,org.apache.hadoop.contrib.index.mapred.TestDistributionPolicy,26,4,21,1,4,0,,,208,38,146,104,113,9,,0.18,26,26
Public Class,org.apache.hadoop.contrib.index.mapred.TestIndexUpdater,36,5,28,2,5,0,,,230,37,163,117,137,9,,0.20,27,32
Public Class,org.apache.hadoop.contrib.utils.join.ArrayListBackedIterator,3,0,3,0,1,0,,,63,11,29,9,20,1,,0.79,8,23
Public Class,org.apache.hadoop.contrib.utils.join.DataJoinJob,31,2,27,3,4,0,,,153,10,109,86,82,5,,0.31,15,34
Public Class,org.apache.hadoop.contrib.utils.join.SampleDataJoinMapper,6,0,5,1,1,0,,,45,4,17,9,13,1,,1.41,3,24
Public Class,org.apache.hadoop.contrib.utils.join.SampleDataJoinReducer,25,0,15,10,4,0,,,50,1,17,12,16,4,,1.88,4,32
Public Class,org.apache.hadoop.contrib.utils.join.SampleTaggedMapOutput,3,0,3,0,1,0,,,48,6,20,7,14,1,,1.10,5,22
Public Class,org.apache.hadoop.contrib.utils.join.TestDataJoin,22,0,21,0,3,0,,,133,6,109,79,95,8,,0.17,17,18
Public Class,org.apache.hadoop.eclipse.Activator,8,0,6,2,1,0,,,70,7,26,11,16,2,,1.42,5,37
Public Class,org.apache.hadoop.eclipse.ErrorMessageDialog,7,1,6,0,1,0,,,39,5,14,7,7,1,,1.43,2,20
Public Class,org.apache.hadoop.eclipse.HadoopPerspectiveFactory,58,6,50,2,1,0,,,84,8,52,45,35,1,,0.46,1,24
Public Class,org.apache.hadoop.eclipse.ImageLibrary,18,1,9,8,2,0,,,236,30,99,65,75,3,,1.08,15,107
Public Class,org.apache.hadoop.eclipse.MapReduceNature,23,2,15,6,2,0,,,124,17,64,44,41,4,,0.70,7,45
Public Class,org.apache.hadoop.eclipse.NewDriverWizard,9,0,7,2,2,0,,,85,8,44,20,25,3,,0.75,10,33
Public Class,org.apache.hadoop.eclipse.NewDriverWizardPage,17,2,14,2,1,0,,,231,39,158,112,110,2,,0.24,14,38
Public Class,org.apache.hadoop.eclipse.NewMapReduceProjectWizard,17,2,11,5,2,0,,,362,57,240,166,162,3,,0.28,13,67
Public Class,org.apache.hadoop.eclipse.NewMapperWizard,7,0,7,0,2,0,,,154,24,104,58,67,3,,0.25,10,26
Public Class,org.apache.hadoop.eclipse.NewReducerWizard,8,0,7,0,2,0,,,158,22,110,65,66,3,,0.26,11,29
Public Class,org.apache.hadoop.eclipse.PropertyTester,5,1,4,1,1,0,,,38,6,11,3,6,1,,1.91,2,21
Public Class,org.apache.hadoop.eclipse.actions.DFSActionImpl,23,3,16,4,3,0,,,390,56,247,173,168,6,,0.35,39,87
Public Class,org.apache.hadoop.eclipse.actions.EditLocationAction,18,4,15,0,2,0,,,62,10,32,22,23,2,,0.63,3,20
Public Class,org.apache.hadoop.eclipse.actions.NewLocationAction,15,3,13,0,1,0,,,53,6,27,18,18,1,,0.74,2,20
Public Class,org.apache.hadoop.eclipse.actions.OpenNewMRClassWizardAction,14,1,12,1,3,0,,,56,6,29,20,20,4,,0.72,6,21
Public Class,org.apache.hadoop.eclipse.actions.OpenNewMRProjectAction,12,0,11,1,1,0,,,35,1,13,8,10,1,,1.62,1,21
Public Class,org.apache.hadoop.eclipse.dfs.ActionProvider,22,4,16,2,4,0,,,174,31,106,65,63,8,,0.35,14,37
Public Class,org.apache.hadoop.eclipse.dfs.DFSContentProvider,8,1,6,1,2,0,,,227,42,104,60,75,5,,0.78,32,81
Public Class,org.apache.hadoop.eclipse.dfs.DFSFile,17,2,11,4,2,0,,,322,52,176,109,108,8,,0.53,32,94
Public Class,org.apache.hadoop.eclipse.dfs.DFSFolder,13,1,11,1,3,0,,,195,29,120,75,79,7,,0.38,28,46
Public Class,org.apache.hadoop.eclipse.dfs.DFSLocation,9,1,7,1,1,0,,,97,14,45,25,28,2,,0.84,7,38
Public Class,org.apache.hadoop.eclipse.dfs.DFSLocationsRoot,10,1,8,1,2,0,,,138,20,68,38,43,4,,0.74,13,50
Public Class,org.apache.hadoop.eclipse.launch.HadoopApplicationLaunchShortcut,35,6,23,6,4,0,,,118,18,62,37,40,7,,0.61,8,38
Public Class,org.apache.hadoop.eclipse.launch.LocalMapReduceLaunchTabGroup,4,0,4,1,1,0,,,149,20,99,64,62,1,,0.30,2,30
Public Class,org.apache.hadoop.eclipse.launch.MutexRule,3,0,3,0,1,0,,,32,3,12,3,8,1,,1.42,3,17
Public Class,org.apache.hadoop.eclipse.launch.StartHadoopLaunchTabGroup,5,0,3,2,1,0,,,35,2,9,2,4,1,,2.67,2,24
Public Class,org.apache.hadoop.eclipse.preferences.MapReducePreferencePage,6,0,4,2,1,0,,,55,5,15,5,8,1,,2.33,3,35
Public Class,org.apache.hadoop.eclipse.preferences.PreferenceConstants,0,0,0,0,0,0,,,31,2,3,1,2,0,,8.67,0,26
Public Class,org.apache.hadoop.eclipse.preferences.PreferenceInitializer,3,0,3,0,1,0,,,28,2,5,0,2,1,,4.20,1,21
Public Class,org.apache.hadoop.eclipse.server.HadoopJob,13,1,9,4,2,0,,,333,50,179,109,134,10,,0.58,35,104
Public Class,org.apache.hadoop.eclipse.server.HadoopPathPage,4,0,3,1,1,0,,,111,27,49,10,29,1,,0.71,18,35
Public Class,org.apache.hadoop.eclipse.server.HadoopServer,9,0,5,3,2,0,,,471,63,229,130,169,10,,0.78,46,179
Public Class,org.apache.hadoop.eclipse.server.HadoopServer.LocationStatusUpdater,24,3,17,5,3,0,,,109,18,69,47,45,8,,0.32,11,22
Public Class,org.apache.hadoop.eclipse.server.JarModule,18,3,11,5,2,0,,,125,22,59,40,42,3,,0.75,8,44
Public Class,org.apache.hadoop.eclipse.servers.HadoopLocationWizard,27,3,18,7,2,0,,,932,124,631,447,421,7,,0.29,21,182
Public Class,org.apache.hadoop.eclipse.servers.HadoopServerSelectionListContentProvider,4,1,4,0,1,0,,,64,13,31,10,19,4,,0.65,11,20
Public Class,org.apache.hadoop.eclipse.servers.RunOnHadoopWizard,22,2,14,6,3,0,,,337,51,202,145,151,9,,0.42,15,84
Public Class,org.apache.hadoop.eclipse.servers.RunOnHadoopWizard.MainWizardPage,34,5,26,3,2,0,,,155,26,109,84,85,3,,0.18,7,20
Public Class,org.apache.hadoop.eclipse.servers.ServerRegistry,9,1,8,1,2,0,,,185,30,114,69,83,7,,0.36,26,41
Public Class,org.apache.hadoop.eclipse.view.servers.ServerView,10,1,7,2,2,0,,,417,66,235,146,156,15,,0.50,49,117
Public Class,org.apache.hadoop.examples.AggregateWordCount,16,0,9,7,2,0,,,65,3,29,14,17,2,,1.14,2,33
Public Class,org.apache.hadoop.examples.AggregateWordHistogram,16,0,9,7,2,0,,,70,4,27,13,17,2,,1.44,2,39
Public Class,org.apache.hadoop.examples.BaileyBorweinPlouffe,26,2,20,3,5,0,,,606,84,411,294,323,10,,0.28,59,115
Public Class,org.apache.hadoop.examples.DBCountPageView,23,3,18,1,3,0,,,389,57,279,179,194,5,,0.20,27,57
Public Class,org.apache.hadoop.examples.ExampleDriver,41,3,38,0,2,0,,,65,4,40,34,27,2,,0.53,2,21
Public Class,org.apache.hadoop.examples.Grep,20,5,15,1,2,0,,,83,18,48,37,38,3,,0.42,5,20
Public Class,org.apache.hadoop.examples.Join,37,3,32,3,5,0,,,148,11,99,82,70,14,,0.39,16,39
Public Class,org.apache.hadoop.examples.MultiFileWordCount,12,2,8,2,2,0,,,230,35,152,78,107,3,,0.32,5,48
Public Class,org.apache.hadoop.examples.QuasiMonteCarlo,39,5,27,7,2,0,,,337,34,187,128,145,4,,0.62,7,116
Public Class,org.apache.hadoop.examples.RandomTextWriter,30,4,24,3,3,0,,,736,24,634,596,100,8,,0.12,10,79
Public Class,org.apache.hadoop.examples.RandomWriter,33,4,26,4,3,0,,,272,27,163,103,121,5,,0.50,6,82
Public Class,org.apache.hadoop.examples.SecondarySort,28,4,21,3,3,0,,,215,19,141,67,88,3,,0.40,3,56
Public Class,org.apache.hadoop.examples.TestBaileyBorweinPlouffe,10,1,10,0,3,0,,,41,3,20,12,20,3,,0.90,5,18
Public Class,org.apache.hadoop.examples.WordCount,18,0,18,0,3,0,,,70,6,47,27,34,3,,0.36,3,17
Public Class,org.apache.hadoop.examples.dancing.DistributedPentomino,29,2,21,5,3,0,,,194,15,119,79,88,4,,0.50,8,60
Public Class,org.apache.hadoop.examples.dancing.OneSidedPentomino,9,0,7,2,1,0,,,67,5,31,22,27,1,,1.00,4,31
Public Class,org.apache.hadoop.examples.dancing.Pentomino,20,0,14,6,4,1,,,449,36,289,170,247,14,,0.43,47,124
Public Class,org.apache.hadoop.examples.dancing.Sudoku,27,0,20,7,5,0,,,312,20,191,102,173,14,,0.53,31,101
Public Class,org.apache.hadoop.examples.pi.TaskResult,6,0,5,1,2,0,,,104,14,62,31,45,4,,0.45,18,28
Public Class,org.apache.hadoop.examples.pi.Util,13,1,11,1,3,0,,,297,35,211,154,175,10,,0.25,54,52
Public Class,org.apache.hadoop.examples.pi.math.ArithmeticProgression,9,0,8,1,3,0,,,121,10,80,52,59,6,,0.39,24,31
Public Class,org.apache.hadoop.examples.pi.math.Modular,29,3,23,3,9,0,,,110,12,72,54,74,17,,0.36,27,26
Public Class,org.apache.hadoop.examples.pi.math.Summation,10,1,8,1,2,1,,,232,29,164,115,121,6,,0.24,41,39
Public Class,org.apache.hadoop.examples.pi.math.TestLongLong,8,1,7,0,2,0,,,68,8,41,26,38,2,,0.46,8,19
Public Class,org.apache.hadoop.examples.pi.math.TestModular,27,2,25,0,8,0,,,329,38,268,211,293,14,,0.09,79,23
Public Class,org.apache.hadoop.examples.pi.math.TestSummation,13,1,11,1,2,0,,,133,15,96,69,93,4,,0.23,11,22
Public Class,org.apache.hadoop.examples.terasort.GenSort,34,2,27,5,4,0,,,240,24,167,125,141,9,,0.30,26,50
Public Class,org.apache.hadoop.examples.terasort.TeraChecksum,10,0,8,1,2,0,,,85,8,56,31,41,3,,0.38,5,21
Public Class,org.apache.hadoop.examples.terasort.TeraGen,11,0,10,1,2,0,,,276,32,186,106,133,6,,0.31,14,58
Public Class,org.apache.hadoop.examples.terasort.TeraInputFormat,26,0,24,2,3,0,,,290,20,231,144,169,5,,0.17,10,39
Public Class,org.apache.hadoop.examples.terasort.TeraOutputFormat,7,0,6,1,1,0,,,109,14,68,24,40,2,,0.40,7,27
Public Class,org.apache.hadoop.examples.terasort.TeraSort,9,0,9,1,1,0,,,301,24,211,121,168,3,,0.31,8,66
Public Class,org.apache.hadoop.examples.terasort.TeraValidate,9,0,8,1,2,0,,,167,11,110,74,79,3,,0.42,6,46
Public Class,org.apache.hadoop.examples.terasort.TestTeraSort,7,1,5,1,1,0,,,78,14,39,19,24,1,,0.64,6,25
Public Class,org.apache.hadoop.fi.FiConfig,8,0,5,3,2,0,,,33,2,18,8,12,2,,0.72,3,13
Public Class,org.apache.hadoop.fi.ProbabilityModel,20,2,10,9,3,0,,,80,9,34,25,25,3,,1.15,5,39
Public Class,org.apache.hadoop.filecache.DistributedCache,0,0,0,0,0,0,,,120,0,6,0,1,0,,19.00,0,114
Public Class,org.apache.hadoop.fs.AccumulatingReducer,23,1,20,2,5,0,,,90,5,49,31,34,7,,0.73,9,36
Public Class,org.apache.hadoop.fs.DFSCIOTest,23,2,20,1,4,0,,,526,60,381,274,276,18,,0.23,44,87
Public Class,org.apache.hadoop.fs.DistributedFSCheck,21,2,18,2,3,0,,,330,37,248,182,195,11,,0.19,32,48
Public Class,org.apache.hadoop.fs.HarFileSystem,15,0,10,5,2,0,,,1048,90,638,360,435,8,,0.50,85,322
Public Class,org.apache.hadoop.fs.JHLogAnalyzer,20,1,18,2,4,0,,,1097,80,824,576,637,18,,0.24,34,201
Public Class,org.apache.hadoop.fs.TestDFSIO,14,1,13,1,3,0,,,604,58,457,307,334,17,,0.22,65,102
Public Class,org.apache.hadoop.fs.TestFileSystem,23,4,19,1,2,0,,,633,126,473,330,374,12,,0.09,36,44
Public Class,org.apache.hadoop.fs.TestHarFileSystem,26,1,21,5,1,0,,,126,6,87,55,58,2,,0.44,5,38
Public Class,org.apache.hadoop.fs.TestJHLA,34,0,33,2,3,0,,,131,3,103,93,161,4,,0.27,8,28
Public Class,org.apache.hadoop.fs.slive.SliveMapper,22,0,16,6,3,0,,,189,10,108,70,70,7,,0.68,18,73
Public Class,org.apache.hadoop.fs.slive.SlivePartitioner,4,0,4,1,1,0,,,33,1,10,2,5,1,,2.40,2,24
Public Class,org.apache.hadoop.fs.slive.SliveReducer,15,0,12,4,2,0,,,108,7,53,32,33,6,,0.94,9,50
Public Class,org.apache.hadoop.fs.slive.SliveTest,25,0,19,6,4,0,,,298,13,195,139,140,13,,0.47,37,92
Public Class,org.apache.hadoop.fs.slive.TestSlive,14,0,13,1,2,0,,,506,40,409,273,311,6,,0.14,50,57
Public Class,org.apache.hadoop.hdfs.DistributedRaidFileSystem,9,1,8,1,2,0,,,483,41,352,209,241,3,,0.26,10,91
Public Class,org.apache.hadoop.hdfs.NNBench,46,4,34,8,5,0,,,931,109,636,513,445,18,,0.31,54,196
Public Class,org.apache.hadoop.hdfs.NNBenchWithoutMR,41,1,31,10,6,0,,,343,19,232,182,172,16,,0.44,42,102
Public Class,org.apache.hadoop.hdfs.TestRaidDfs,22,2,19,2,3,0,,,464,47,353,268,270,10,,0.20,46,70
Public Class,org.apache.hadoop.hdfs.server.datanode.RaidBlockSender,50,6,36,9,6,0,,,433,56,288,197,197,13,,0.37,44,106
Public Class,org.apache.hadoop.hdfs.server.namenode.BlockPlacementPolicyRaid,21,0,18,3,4,0,,,604,32,482,281,298,10,,0.19,68,91
Public Class,org.apache.hadoop.hdfs.server.namenode.TestBlockPlacementPolicyRaid,31,2,26,3,3,0,,,482,36,386,301,283,7,,0.16,37,60
Public Class,org.apache.hadoop.io.FileBench,23,0,22,1,4,0,,,580,21,533,440,219,17,,0.05,34,29
Public Class,org.apache.hadoop.io.TestSequenceFileMergeProgress,13,1,12,0,2,0,,,78,10,51,37,39,3,,0.33,6,17
Public Class,org.apache.hadoop.ipc.TestSocketFactory,98,13,71,15,11,0,,,121,14,73,62,53,11,,0.48,11,35
Public Class,org.apache.hadoop.mapred.AllocationConfigurationException,3,0,3,0,1,0,,,27,1,6,2,4,1,,3.33,1,20
Public Class,org.apache.hadoop.mapred.BaseSchedulerTest,13,0,9,4,1,2,,,131,8,95,32,63,1,,0.29,2,28
Public Class,org.apache.hadoop.mapred.BigMapOutput,22,2,21,1,4,0,,,143,13,112,85,86,8,,0.18,18,20
Public Class,org.apache.hadoop.mapred.BudgetQueue,10,0,5,5,1,0,,,49,0,17,6,14,1,,1.88,2,32
Public Class,org.apache.hadoop.mapred.CapBasedLoadManager,6,0,5,1,1,0,,,63,6,28,10,14,1,,1.04,5,29
Public Class,org.apache.hadoop.mapred.CapacityTestUtils,40,1,26,14,5,0,,,975,106,749,425,470,10,,0.17,16,124
Public Class,org.apache.hadoop.mapred.ClusterStatus,13,0,7,6,1,0,,,437,37,197,97,141,5,,1.03,28,203
Public Class,org.apache.hadoop.mapred.ClusterWithCapacityScheduler,15,1,11,4,2,1,,,205,23,125,72,74,6,,0.47,19,59
Public Class,org.apache.hadoop.mapred.ClusterWithLinuxTaskController,16,1,12,3,2,5,,,483,48,307,193,189,5,,0.42,47,128
Public Class,org.apache.hadoop.mapred.Counters,16,1,10,5,2,0,,,765,83,451,284,337,5,,0.53,54,240
Public Class,org.apache.hadoop.mapred.DefaultTaskController,14,0,10,3,2,1,,,210,13,129,67,68,6,,0.53,29,69
Public Class,org.apache.hadoop.mapred.DefaultTaskSelector,10,0,10,0,2,0,,,70,5,41,21,26,3,,0.59,8,24
Public Class,org.apache.hadoop.mapred.DummyMemoryCalculatorPlugin,5,0,4,1,1,0,,,43,3,13,4,7,1,,2.08,2,27
Public Class,org.apache.hadoop.mapred.DummyResourceCalculatorPlugin,5,0,4,1,1,0,,,112,10,60,21,31,1,,0.70,9,42
Public Class,org.apache.hadoop.mapred.DummyTaskTrackerInstrumentation,4,0,4,0,1,0,,,65,7,37,13,21,1,,0.57,7,21
Public Class,org.apache.hadoop.mapred.DynamicPriorityServlet,21,0,19,2,3,0,,,149,6,102,69,70,10,,0.41,17,42
Public Class,org.apache.hadoop.mapred.FairScheduler,26,1,20,6,4,0,,,1022,74,747,520,538,21,,0.33,134,243
Public Class,org.apache.hadoop.mapred.FairSchedulerServlet,39,0,35,4,5,0,,,314,11,251,201,168,13,,0.22,37,55
Public Class,org.apache.hadoop.mapred.FakeDynamicScheduler,3,0,3,0,1,0,,,35,0,15,2,8,1,,1.33,5,20
Public Class,org.apache.hadoop.mapred.FakeJobs,9,1,6,2,1,0,,,160,18,88,49,64,3,,0.61,17,54
Public Class,org.apache.hadoop.mapred.FakeObjectUtilities,8,1,8,0,2,0,,,601,95,478,196,257,2,,0.06,3,28
Public Class,org.apache.hadoop.mapred.FakeSchedulable,4,0,4,0,1,0,,,102,15,67,19,41,1,,0.30,15,20
Public Class,org.apache.hadoop.mapred.FifoJobComparator,15,0,14,1,5,0,,,38,0,16,9,10,5,,1.38,5,22
Public Class,org.apache.hadoop.mapred.FileAllocationStore,14,0,13,1,3,0,,,84,4,56,38,36,5,,0.43,12,24
Public Class,org.apache.hadoop.mapred.FileAlreadyExistsException,3,0,3,0,1,0,,,37,3,13,3,6,1,,1.69,2,22
Public Class,org.apache.hadoop.mapred.FileOutputCommitter,13,0,12,1,3,16,,,236,15,177,109,111,8,,0.25,38,45
Public Class,org.apache.hadoop.mapred.FileSplit,4,0,2,1,1,0,,,87,11,34,12,24,1,,1.24,11,42
Public Class,org.apache.hadoop.mapred.GenericMRLoadGenerator,34,1,31,3,6,0,,,669,43,587,472,231,17,,0.07,32,39
Public Class,org.apache.hadoop.mapred.HeartbeatHelper,12,1,11,1,2,0,,,80,8,51,36,36,4,,0.41,7,21
Public Class,org.apache.hadoop.mapred.IFile,0,0,0,0,0,0,,,453,63,302,187,207,0,,0.31,0,93
Public Class,org.apache.hadoop.mapred.IFileInputStream,13,1,9,3,2,0,,,187,27,111,63,78,6,,0.46,27,51
Public Class,org.apache.hadoop.mapred.IFileOutputStream,9,0,7,3,1,0,,,87,6,42,21,28,2,,0.93,7,39
Public Class,org.apache.hadoop.mapred.InvalidFileTypeException,3,0,3,0,1,0,,,37,4,12,3,6,1,,1.75,2,21
Public Class,org.apache.hadoop.mapred.InvalidInputException,10,0,6,4,2,0,,,61,4,23,10,15,3,,1.48,5,34
Public Class,org.apache.hadoop.mapred.InvalidJobConfException,3,0,3,0,1,0,,,37,4,12,3,6,1,,1.75,2,21
Public Class,org.apache.hadoop.mapred.IsolationRunner,33,2,25,6,4,0,,,212,25,143,80,94,6,,0.31,11,44
Public Class,org.apache.hadoop.mapred.JobClient,12,0,7,5,2,0,,,1052,84,534,282,324,4,,0.81,88,434
Public Class,org.apache.hadoop.mapred.JobClientUnitTest,15,3,12,0,1,0,,,83,16,50,32,37,1,,0.34,4,17
Public Class,org.apache.hadoop.mapred.JobCompleteEvent,4,0,4,0,1,0,,,47,5,20,6,13,1,,1.10,4,22
Public Class,org.apache.hadoop.mapred.JobConf,12,0,4,7,1,0,,,1936,167,602,297,383,5,,1.94,157,1169
Public Class,org.apache.hadoop.mapred.JobContextImpl,6,0,4,3,1,0,,,41,4,24,6,13,1,,0.54,4,13
Public Class,org.apache.hadoop.mapred.JobEndNotifier,20,1,19,0,3,0,,,226,24,182,97,108,7,,0.12,19,21
Public Class,org.apache.hadoop.mapred.JobID,10,0,6,4,1,0,,,113,7,44,20,25,3,,1.41,10,62
Public Class,org.apache.hadoop.mapred.JobInProgress,22,2,15,5,3,8,,,3646,428,2430,1615,1589,27,,0.33,469,804
Public Class,org.apache.hadoop.mapred.JobInitializationPoller,21,0,12,9,3,1,,,629,43,321,195,229,7,,0.83,46,266
Public Class,org.apache.hadoop.mapred.JobProfile,9,0,5,4,1,0,,,171,15,82,36,53,2,,0.91,14,75
Public Class,org.apache.hadoop.mapred.JobQueueInfo,8,0,4,3,1,0,,,139,14,60,27,43,2,,1.08,15,65
Public Class,org.apache.hadoop.mapred.JobSchedulable,8,0,8,1,2,0,,,145,14,104,54,63,9,,0.26,26,27
Public Class,org.apache.hadoop.mapred.JobStatus,8,0,4,4,1,0,,,328,34,140,61,82,6,,1.10,37,154
Public Class,org.apache.hadoop.mapred.JobSubmissionEvent,4,0,4,0,1,0,,,38,3,15,4,9,1,,1.33,3,20
Public Class,org.apache.hadoop.mapred.JobTracker,17,1,13,4,3,2,,,4739,496,3230,2084,2086,26,,0.32,524,1030
Public Class,org.apache.hadoop.mapred.JvmTask,6,0,6,0,2,0,,,60,0,40,20,27,3,,0.50,9,20
Public Class,org.apache.hadoop.mapred.KeyValueLineRecordReader,5,0,5,0,1,0,,,97,14,55,27,37,3,,0.51,11,28
Public Class,org.apache.hadoop.mapred.KeyValueTextInputFormat,6,0,6,0,1,1,,,57,6,24,8,12,2,,1.13,4,27
Public Class,org.apache.hadoop.mapred.LineRecordReader,11,0,10,1,2,0,,,203,20,146,80,95,4,,0.26,23,38
Public Class,org.apache.hadoop.mapred.LoadProbingEvent,3,0,3,0,1,0,,,28,0,5,1,3,1,,4.60,1,23
Public Class,org.apache.hadoop.mapred.LocalJobRunner,6,0,5,1,1,0,,,767,118,529,299,348,2,,0.24,38,128
Public Class,org.apache.hadoop.mapred.MRBench,38,2,29,7,5,0,,,299,27,205,150,151,17,,0.34,32,69
Public Class,org.apache.hadoop.mapred.MRCaching,36,2,31,3,3,0,,,312,27,239,171,189,7,,0.21,12,50
Public Class,org.apache.hadoop.mapred.MapFileOutputFormat,18,2,14,2,1,0,,,85,11,47,24,21,2,,0.57,4,27
Public Class,org.apache.hadoop.mapred.MapOutputFile,11,0,5,6,1,0,,,189,17,74,29,31,2,,1.32,14,98
Public Class,org.apache.hadoop.mapred.MapReduceBase,3,0,2,1,1,58,,,37,3,9,0,3,1,,2.78,2,25
Public Class,org.apache.hadoop.mapred.MapReducePolicyProvider,4,0,4,0,1,0,,,47,2,25,16,4,1,,0.80,1,20
Public Class,org.apache.hadoop.mapred.MapTask.MapOutputBuffer.Buffer,55,2,36,18,7,0,,,115,6,75,55,48,12,,0.47,13,35
Public Class,org.apache.hadoop.mapred.MapTaskCompletionEventsUpdate,5,0,5,0,1,0,,,61,6,33,13,25,2,,0.67,8,22
Public Class,org.apache.hadoop.mapred.Merger,16,0,16,1,1,0,,,781,97,576,306,321,3,,0.20,11,113
Public Class,org.apache.hadoop.mapred.MiniMRCluster,12,0,9,3,2,1,,,750,82,516,286,337,10,,0.30,75,155
Public Class,org.apache.hadoop.mapred.MiniMRCluster.JobTrackerRunner,7,0,6,1,2,0,,,80,10,61,35,41,4,,0.15,14,9
Public Class,org.apache.hadoop.mapred.MockSimulatorEngine,12,0,11,0,2,0,,,118,11,87,61,64,4,,0.23,12,20
Public Class,org.apache.hadoop.mapred.MockSimulatorJobTracker,8,0,8,0,1,0,,,444,60,346,163,183,8,,0.11,59,38
Public Class,org.apache.hadoop.mapred.MultiFileSplit,7,0,6,0,2,0,,,70,6,37,18,27,3,,0.73,10,27
Public Class,org.apache.hadoop.mapred.NewJobWeightBooster,10,0,10,0,2,0,,,51,3,25,14,16,2,,0.92,4,23
