Kind,Name,AvgCyclomatic,Cyclomatic,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,CountLineCode,CountLineBlank,CountLineCodeDecl,CountLineCodeExe,CountStmtDecl,CountStmtExe,CountSemicolon,CountStmt,SumCyclomatic,MaxCyclomatic,CountLine,CountDeclClass,CountLineComment,RatioCommentToCode,CountDeclFunction
Public Class,org.apache.cassandra.index.sai.cql.types.BooleanTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.DateTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.DecimalTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.DoubleTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.FloatTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.InetTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.IntTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.NumericTypeSortingTest,4,,31,7,24,0,51,15,21,32,23,30,34,43,8,4,66,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.SmallintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.TextTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.TimeTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.TimestampTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.TimeuuidTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.TinyintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.UuidTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.VarintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.FrozenListAsciiTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.FrozenListDecimalTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.FrozenListIntTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.FrozenListVarintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListAsciiTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListBigintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListDateTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListDecimalTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListDoubleTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListFloatTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListFrozenCollectionTest,1,,6,0,6,0,9,0,4,2,3,2,2,4,1,1,9,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListInetTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListIntTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListSmallintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListTextTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListTimeTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListTimestampTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListTimeuuidTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListTinyintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListUuidTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.lists.ListVarintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.FrozenMapAsciiTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.FrozenMapDecimalTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.FrozenMapIntTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.FrozenMapVarintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapAsciiTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapBigintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapDateTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapDecimalTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapDoubleTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapEntriesAsciiTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapEntriesFrozenCollectionTest,1,,6,0,6,0,9,0,4,2,3,2,2,4,1,1,9,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapEntriesIntTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapEntriesVarintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapFloatTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapFrozenCollectionTest,1,,6,0,6,0,9,0,4,2,3,2,2,4,1,1,9,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapInetTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapIntTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapKeysAsciiTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapKeysFrozenCollectionTest,1,,6,0,6,0,9,0,4,2,3,2,2,4,1,1,9,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapKeysIntTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapKeysVarintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapSmallintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapTextTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapTimeTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapTimestampTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapTimeuuidTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapTinyintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapUuidTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapValuesAsciiTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapValuesFrozenCollectionTest,1,,6,0,6,0,9,0,4,2,3,2,2,4,1,1,9,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapValuesIntTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapValuesVarintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MapVarintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MultiMapAsciiTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MultiMapIntTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.maps.MultiMapVarintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.FrozenSetAsciiTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.FrozenSetDecimalTest,1,,5,0,5,0,7,0,3,1,2,1,1,3,1,1,7,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.FrozenSetIntTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.FrozenSetVarintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetAsciiTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetBigintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetDateTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetDecimalTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetDoubleTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetFloatTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetFrozenCollectionTest,1,,6,0,6,0,9,0,4,2,3,2,2,4,1,1,9,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetInetTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetIntTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetSmallintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetTextTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetTimeTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetTimestampTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetTimeuuidTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetTinyintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetUuidTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.collections.sets.SetVarintTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.multicell.FrozenTupleCollectionTest,1,,9,0,9,0,12,0,3,5,2,1,1,3,1,1,12,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.multicell.FrozenTupleDataSet,1,,7,0,6,0,36,7,12,12,11,13,15,23,7,3,44,,1,0.03,
Public Class,org.apache.cassandra.index.sai.cql.types.multicell.FrozenTupleTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.multicell.FrozenTupleTupleTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.multicell.FrozenUDTCollectionTest,1,,7,0,7,0,10,0,3,3,2,1,1,3,1,1,10,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.multicell.FrozenUDTDataSet,2,,9,1,8,0,46,9,13,17,13,19,21,31,9,3,55,,1,0.02,
Public Class,org.apache.cassandra.index.sai.cql.types.multicell.FrozenUDTTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.cql.types.multicell.TupleDataSet,1,,5,0,5,1,12,1,4,2,3,2,2,5,2,1,14,,1,0.08,
Public Class,org.apache.cassandra.index.sai.cql.types.multicell.TupleTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.ArrayPostingList,1,,7,0,7,0,58,10,17,19,13,16,16,28,11,3,68,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.IndexSearchResultIterator,3,,14,1,12,1,76,14,25,36,15,30,24,39,17,9,94,,4,0.05,
Public Class,org.apache.cassandra.index.sai.disk.NodeStartupTest,2,,15,1,15,0,309,46,89,167,53,121,128,160,32,7,355,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.ResettableByteBuffersIndexOutput,1,,5,0,5,0,99,20,37,22,23,22,24,45,20,1,124,,5,0.05,
Public Class,org.apache.cassandra.index.sai.disk.RowMapping,1,,13,1,8,4,83,18,20,44,24,29,27,46,9,2,136,,35,0.42,
Public Class,org.apache.cassandra.index.sai.disk.SelectiveIntersectionTest,1,,10,2,8,0,87,29,26,47,16,42,42,53,10,2,116,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.SingleNodeQueryFailureTest,1,,11,1,10,0,105,17,21,53,13,38,36,50,19,2,124,,2,0.02,
Public Class,org.apache.cassandra.index.sai.disk.StorageAttachedIndexWriter,3,,17,2,14,2,166,34,41,80,28,69,59,92,32,7,220,,21,0.13,
Public Class,org.apache.cassandra.index.sai.disk.format.IndexDescriptor,2,,8,0,8,0,350,64,71,169,63,109,91,160,74,4,432,,18,0.05,
Public Class,org.apache.cassandra.index.sai.disk.format.IndexDescriptorTest,1,,9,1,8,0,51,11,18,19,13,18,19,27,7,2,62,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.format.Version,1,,7,0,6,1,88,19,33,35,27,32,35,55,17,3,123,,16,0.18,
Public Class,org.apache.cassandra.index.sai.disk.format.VersionTest,1,,6,0,6,0,21,2,7,6,4,6,6,10,7,1,23,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.io.IndexFileUtils,1,,6,1,5,0,65,16,24,28,20,23,23,35,7,2,87,,6,0.09,
Public Class,org.apache.cassandra.index.sai.disk.io.IndexInputReader,1,,6,0,6,0,66,11,22,17,15,16,17,30,13,1,88,,11,0.17,
Public Class,org.apache.cassandra.index.sai.disk.io.IndexOutputWriter,1,,8,0,7,1,72,12,22,24,15,19,19,33,13,3,102,,18,0.25,
Public Class,org.apache.cassandra.index.sai.disk.io.SeekingRandomAccessInput,1,,6,0,6,0,37,6,13,10,8,10,11,18,6,1,46,,3,0.08,
Public Class,org.apache.cassandra.index.sai.disk.io.TrackingIndexFileUtils,1,,5,0,5,0,70,13,27,18,18,18,19,33,3,1,83,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.io.TrackingIndexFileUtils.TrackedForwardingIndexInput,1,,5,0,5,0,51,9,20,12,12,12,13,23,9,1,60,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.BalancedTreeIndexSearcherTest,1,,9,0,9,0,140,23,56,63,32,43,42,63,16,1,163,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.ColumnCompletionMarkerUtil,2,,16,0,9,8,22,2,5,9,5,7,7,12,3,2,45,,22,1.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.DirectReaders,2,,8,0,8,0,11,0,3,3,3,3,2,5,2,2,11,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.IndexWriterConfig,3,,15,1,14,0,138,21,39,77,33,44,48,71,22,15,165,,6,0.04,
Public Class,org.apache.cassandra.index.sai.disk.v1.InvertedIndexBuilder,2,,24,3,21,0,24,3,6,16,6,7,6,10,2,2,27,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.InvertedIndexSearcherTest,2,,20,2,17,1,132,24,41,76,40,56,55,74,12,4,160,,4,0.03,
Public Class,org.apache.cassandra.index.sai.disk.v1.MemtableIndexWriter,2,,22,3,18,2,138,30,42,77,31,55,56,74,15,4,185,,17,0.12,
Public Class,org.apache.cassandra.index.sai.disk.v1.MetadataSource,2,,11,2,9,0,50,13,14,22,14,21,20,30,8,3,64,,1,0.02,
Public Class,org.apache.cassandra.index.sai.disk.v1.MetadataTest,1,,21,2,18,1,116,18,36,65,32,63,56,75,8,3,138,,4,0.03,
Public Class,org.apache.cassandra.index.sai.disk.v1.MetadataWriter,1,,8,0,8,0,50,6,13,16,11,15,14,25,5,2,56,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.MetadataWriter.Builder,1,,5,0,5,0,12,1,4,2,3,2,2,5,2,1,13,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.PerColumnIndexFiles,1,,6,0,6,0,46,8,13,17,13,16,15,27,10,3,60,,6,0.13,
Public Class,org.apache.cassandra.index.sai.disk.v1.SAICodecUtils,3,,16,1,13,2,186,30,36,105,36,104,84,123,39,9,247,,31,0.17,
Public Class,org.apache.cassandra.index.sai.disk.v1.SAICodecUtilsTest,2,,19,1,18,0,306,40,46,182,47,161,136,198,51,3,350,,4,0.01,
Public Class,org.apache.cassandra.index.sai.disk.v1.SSTableComponentsWriter,2,,14,0,14,0,83,8,24,46,20,32,36,47,10,3,92,,1,0.01,
Public Class,org.apache.cassandra.index.sai.disk.v1.SSTableIndexWriter,4,,25,3,20,2,214,41,50,123,42,100,85,120,35,7,275,,20,0.09,
Public Class,org.apache.cassandra.index.sai.disk.v1.SegmentFlushTest,2,,15,2,13,1,125,26,42,77,37,75,80,93,18,6,155,,5,0.04,
Public Class,org.apache.cassandra.index.sai.disk.v1.SegmentTest,1,,9,1,8,1,97,20,21,52,18,50,53,66,15,3,124,,7,0.07,
Public Class,org.apache.cassandra.index.sai.disk.v1.SkinnyPrimaryKeyMap,2,,8,0,7,1,116,15,46,45,33,39,47,65,12,3,156,,26,0.22,
Public Class,org.apache.cassandra.index.sai.disk.v1.SorterTest,2,,39,8,31,0,34,8,8,20,11,12,15,21,2,2,42,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.TermsReaderTest,2,,19,2,17,1,102,19,41,60,42,51,52,68,12,4,124,,3,0.03,
Public Class,org.apache.cassandra.index.sai.disk.v1.TermsScanner,1,,7,0,7,0,58,8,18,19,13,18,20,30,9,2,66,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.V1OnDiskFormat,2,,10,0,9,1,190,30,61,94,33,51,42,72,34,5,243,,23,0.12,
Public Class,org.apache.cassandra.index.sai.disk.v1.V1SSTableIndex,2,,11,1,10,0,126,28,42,54,33,43,45,68,21,3,158,,4,0.03,
Public Class,org.apache.cassandra.index.sai.disk.v1.WidePrimaryKeyMap,2,,8,1,7,0,108,18,45,44,30,37,43,58,11,3,144,,19,0.18,
Public Class,org.apache.cassandra.index.sai.disk.v1.WideRowPrimaryKeyTest,8,,77,13,64,0,67,13,16,44,18,32,32,43,8,8,80,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.BlockBalancedTreeIndexBuilder,1,,17,1,14,3,214,29,69,136,63,64,78,101,16,1,278,,35,0.16,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.BlockBalancedTreePostingsWriter,2,,24,2,18,3,101,20,31,63,31,50,47,65,14,5,157,,36,0.36,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.BlockBalancedTreePostingsWriterTest,1,,16,2,13,1,111,24,30,62,27,60,59,76,10,2,142,,7,0.06,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.BlockBalancedTreeQueries,3,,15,2,14,0,111,22,28,47,27,40,37,61,5,4,134,,1,0.01,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.BlockBalancedTreeQueriesTest,1,,15,2,14,0,155,28,54,110,47,106,111,125,13,3,183,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.BlockBalancedTreeReader,1,,10,1,9,1,276,59,84,141,74,137,139,185,7,3,372,,37,0.13,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.BlockBalancedTreeReaderTest,2,,23,2,20,1,230,36,52,131,59,117,114,150,23,4,272,,6,0.03,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.BlockBalancedTreeTest,1,,14,2,12,0,108,30,32,53,29,53,51,69,19,2,138,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.BlockBalancedTreeWalker,2,,18,3,15,0,219,43,58,118,52,102,116,147,12,3,306,,44,0.20,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.BlockBalancedTreeWriter,3,,31,4,23,5,502,101,116,295,125,232,245,328,39,11,719,,116,0.23,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.LeafOrderMapTest,3,,27,7,20,0,23,7,9,12,10,13,14,18,3,3,30,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.NumericIndexWriter,1,,16,3,13,1,92,24,38,44,29,39,43,56,6,2,125,,9,0.10,
Public Class,org.apache.cassandra.index.sai.disk.v1.bbtree.NumericIndexWriterTest,1,,28,3,25,0,130,18,39,78,41,48,53,70,6,2,149,,1,0.01,
Public Class,org.apache.cassandra.index.sai.disk.v1.bitpack.BlockPackedReader,3,,37,4,33,0,75,10,17,39,20,28,34,44,6,4,88,,3,0.04,
Public Class,org.apache.cassandra.index.sai.disk.v1.bitpack.BlockPackedWriter,5,,19,2,17,0,39,6,10,19,11,16,18,26,9,8,51,,6,0.15,
Public Class,org.apache.cassandra.index.sai.disk.v1.bitpack.MonotonicBlockPackedReader,2,,23,2,20,0,72,9,18,38,22,29,36,46,6,3,85,,4,0.06,
Public Class,org.apache.cassandra.index.sai.disk.v1.bitpack.MonotonicBlockPackedWriter,3,,16,1,15,0,47,4,12,23,12,20,22,30,8,6,63,,12,0.26,
Public Class,org.apache.cassandra.index.sai.disk.v1.bitpack.NumericValuesMeta,1,,6,0,6,0,18,2,6,6,6,6,9,12,2,1,20,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.bitpack.NumericValuesTest,2,,12,1,11,0,77,15,22,37,21,28,28,42,15,3,92,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.bitpack.NumericValuesWriter,2,,10,0,10,0,52,6,23,19,14,14,21,27,6,2,58,,0,0.00,
Public Class,org.apache.cassandra.index.sai.disk.v1.keystore.KeyLookup,1,,16,0,7,10,200,40,49,105,42,96,97,133,2,1,335,,95,0.47,
Public Class,org.apache.cassandra.index.sai.disk.v1.keystore.KeyLookup.Cursor,3,,19,2,14,4,179,36,38,100,35,92,89,122,34,10,277,,62,0.35,
Public Class,org.apache.cassandra.index.sai.disk.v1.keystore.KeyLookupMeta,1,,5,0,5,0,15,2,5,4,5,4,6,9,2,1,20,,3,0.20,
Public Class,org.apache.cassandra.index.sai.disk.v1.keystore.KeyLookupTest,1,,21,1,19,1,289,38,62,194,60,167,163,197,41,3,338,,11,0.04,
Public Class,org.apache.cassandra.index.sai.disk.v1.keystore.KeyStoreWriter,2,,19,2,14,4,112,22,34,58,27,49,55,72,16,6,181,,47,0.42,
