File,Is_Public_Class
ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMROperator.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMRProcContext.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMRRedSink1.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMRRedSink2.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMRRedSink3.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMRTableScan1.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMRUnion1.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java,No
ql/src/java/org/apache/hadoop/hive/ql/optimizer/MapJoinFactory.java,No
ql/src/java/org/apache/hadoop/hive/ql/optimizer/MapJoinProcessor.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/SharedWorkOptimizer.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveCalciteUtil.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveSortJoinReduceRule.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/FilterSelectivityEstimator.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/correlation/ReduceSinkDeDuplicationUtils.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/lineage/OpProcFactory.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/metainfo/annotation/OpTraitsRulesProcFactory.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/CommonJoinResolver.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/CommonJoinTaskDispatcher.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/LlapDecider.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/LocalMapJoinProcFactory.java,No
ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/MemoryDecider.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/Vectorizer.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/ppr/PartitionPruner.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/spark/SetSparkReducerParallelism.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/spark/SparkMapJoinOptimizer.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/spark/SparkReduceSinkMapJoinProc.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/unionproc/UnionProcContext.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/optimizer/unionproc/UnionProcFactory.java,No
ql/src/java/org/apache/hadoop/hive/ql/parse/ASTNode.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/ColumnStatsSemanticAnalyzer.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/DDLSemanticAnalyzer.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/EximUtil.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/GenMapRedWalker.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/MapReduceCompiler.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/PTFInvocationSpec.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/ParseUtils.java,No
ql/src/java/org/apache/hadoop/hive/ql/parse/PrunedPartitionList.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/QB.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzerFactory.java,No
ql/src/java/org/apache/hadoop/hive/ql/parse/SemiJoinBranchInfo.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/SubQueryUtils.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/TezCompiler.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/WindowingSpec.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/repl/CopyUtils.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/PartitionExport.java,No
ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/Utils.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/events/CreateFunctionHandler.java,No
ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/io/FileOperations.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/parse/spark/OptimizeSparkProcContext.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/plan/AbstractOperatorDesc.java,No
ql/src/java/org/apache/hadoop/hive/ql/plan/BaseWork.java,No
ql/src/java/org/apache/hadoop/hive/ql/plan/ConditionalResolverCommonJoin.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/plan/ConditionalResolverMergeFiles.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/plan/ExprNodeDescUtils.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/plan/FetchWork.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/plan/FileSinkDesc.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/plan/HashTableSinkDesc.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/plan/HiveOperation.java,No
ql/src/java/org/apache/hadoop/hive/ql/plan/MapJoinDesc.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/plan/MapWork.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/plan/MapredLocalWork.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/plan/MapredWork.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/plan/OpTraits.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/plan/OperatorDesc.java,No
ql/src/java/org/apache/hadoop/hive/ql/security/authorization/AuthorizationPreEventListener.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/security/authorization/AuthorizationUtils.java,Yes
ql/src/java/org/apache/hadoop/hive/ql/security/authorization/plugin/sqlstd/SQLStdHiveAccessController.java,Yes
